word,count,docCount
illness,111,157,It was after a morning of jogging in May 1979 and attending a breakfast of the Association for a Better New York that his illness became apparent .,"William P. Sirignano , a senior official of the Waterfront Commission of New York Harbor for more than 20 years , died Thursday in the Northern Westchester Medical Center in Mount Kisco , N.Y. , after a brief illness .","LOS ANGELES , Oct. 27 Richard Woodruff , whose chubby appearance is said to have inspired the statues that welcome diners to Big Boy restaurants coast to coast , died last Monday at North Hollywood Medical Center following a long illness ."
heart,236,334,"Dr. Stafford L. Warren , who was responsible for protecting participants in the development and testing of the first atomic bomb from radiation hazards , died Sunday at his home in Pacific Palisades , Calif. , of a heart attack .","Sanders Kahn , head of Sanders A. Kahn Associates , a New York real-estate and financial consulting concern , died of a heart attack Thursday at St. Clare's Hospital .","Stanley Sebastian Kresge , who with his wife , Dorothy , channeled about $ 500 million to charitable , civic , religious , social , educational , medical and cultural beneficiaries , died Sunday of a heart attack while driving to a friend 's funeral in Detroit ."
cancer,160,229,"Mayor Koch said : ''When he knew that he was dying of cancer , he never gave up .","Later that morning he collapsed in his office , but , according to one of his aides , the initial diagnosis did not indicate that he had cancer .","LONG BEACH , Calif. , Jan. 2 David Lynch , one of the original members of the Platters singing group formed in the 1950 's , died today of cancer at the Veterans Administration Hospital here ."
nursing,27,40,"Karen Ann Quinlan , who slipped into a coma 10 years ago and became the center of a national debate on the definition of life and the right to die , died yesterday at a nursing home in Morris Plains , N.J. She was 31 years old .","Judge Lawrence A. Whipple of Federal District Court in Newark died yesterday at Medicenter , a nursing home in Red Bank , N.J. , of complications following open-heart surgery last September .","James Jarrett Jr. , the doorman at Henri Bendel 's for more than 70 years , died Wednesday in a nursing home in Queens after suffering a stroke ."
conservationist,4,6,"Julia Freeman Fairchild , a conservationist and sportswoman , died Sunday at St. Johnland Nursing Home in Kings Park , L.I .","NEW DELHI , June 20 Salim Moizuddin Abdul Ali , India 's foremost ornithologist and wildlife conservationist , died of a heart attack in Bombay today .","As an ardent conservationist , he also was active in the passage of the Endangered Species Act , the Marine Mammal Protection Act and the National Environmental Protection Act ."
obstetrician,4,6,"Dr. James Pratt Marr , a Manhattan obstetrician and gynecologist for 54 years , died Wednesday at his home in Manhattan after a short illness .","Two sons are at the Palo Alto Medical Clinic : Dr. Richard Lee , an obstetrician , and Dr. Russel H. Lee , who became executive director of the clinic earlier this month .","Dr. Nelson B. Sackett , a gynecologist and obstetrician and a specialist in gynecological cancer , died of a heart attack Tuesday at New York Hospital ."
inventor,12,18,"Mr. Hewes was an author and co-author of technical publications on research he conducted at Langley , and an inventor .","Robert Lay Hallock , an inventor of household and industrial equipment , died Sept. 2 at Massachusetts General Hospital in Boston .","Slate , an inventor who helped develop the commercial use of dry ice as a refrigerant in the 1920 's , died of cancer Wednesday at a nursing home in Corvallis ."
guitarist,4,6,"Barry Galbraith , a guitarist who recorded extensively in the 1950 's and 60 's , died of cancer on Jan. 13 in Bennington , Vt .","MEMPHIS , Sept. 14 Walter ( Furry ) Lewis , a blues guitarist who helped W.C .","Joe Lee ( Big Joe ) Williams , a rambling blues guitarist who wrote ''Baby , Please Do n't Go , '' died here Friday at the age of 83 ."
home,350,525,"His health began to deteriorate and he returned to his home in River Edge , N.J. , in September 1979 .","After three years in solitary confinement , Mr. Mossadegh was allowed to return home under house arrest and Mr. Shayegan was permitted to go into exile .","The ashes are then scheduled to be taken to New York , the writer 's home ."
today,189,296,"LOS ANGELES , Aug. 27 Truman Capote will be memorialized at a private service Tuesday and then be cremated , a spokesman for those arranging the services said today .","Starting with a single store in Detroit in 1899 , Sebastian Kresge built a chain of hundreds of 5-and-10-cent stores that today , as the K Mart Corporation , is the world 's second largest retailer .","LONG BEACH , Calif. , Jan. 2 David Lynch , one of the original members of the Platters singing group formed in the 1950 's , died today of cancer at the Veterans Administration Hospital here ."
broker,10,16,Broker and Social Worker Mr. Nine was an insurance and real-estate broker .,"After the union dissolved , Mr. Bryson went into real estate and rapidly became a financial success as a motel real estate broker .","Lloyd B. Taft , a retired investment broker , died Sunday after a long illness at University Hospital in Cincinnati ."
bridge,11,18,"John Rau , a leading figure in the early days of contract bridge , died in Walnut Creek , Calif. , Friday night .","In 1930 , when contract bridge was less than five years old , Mr. Rau , then 22 , and an even younger partner , William Barrett , created a sensation in their first national tournament by the extensive use of psychic or bluff bids , which had never before been used in tournament play .","Elizabeth Kaplan , a leading figure in contract bridge , died of cancer Tuesday at her home in Manhattan ."
injury,6,10,Doctors said Kim never regained consciousness because of a severe head injury caused by a blood clot from the fight .,"Memorial Service Planned Dr. Lonnie Hammargren , the neurosurgeon who had attended to Kim since the injury , said a team of organ-transplant doctors was expected to arrive in Las Vegas Thursday .","He was a pull hitter with terrific power and promise , had speed and was a good fielder with a fine throwing arm.. Hurt His Shoulder As a Yankee , he crashed into a fence and suffered a shoulder injury that impaired his throwing ."
tumor,6,10,Mr. Olivieri had been suffering since August 1979 from a brain tumor and had undergone three operations .,"However , his problems persisted and , in August , surgery showed that he had a malignant brain tumor .",The violinist Carroll Glenn died of a brain tumor Monday at Lenox Hill Hospital .
analyst,6,10,"Richard Smith Beal , a political analyst , pollster and expert in survey research for the National Security Council at the White House , died Friday after a long illness .","In 1965 , at the age of 76 , Miss Smith joined the Office of Equal Opportunity as a program analyst , hired by Sargent Shriver , the agency 's first director .","Francis A. Kelly , a retired commodity analyst with the United States Agriculture Department and an assistant agricultural secretary under Gov ."
activist,13,22,"CHARLOTTESVILLE , Va. , Aug. 23 Frederick Palmer Weber , a prominent labor and civil rights activist in the 1940 's who later helped organize business people against the Vietnam War , died Friday .","Elizabeth Moos , a peace activist who was arrested during the McCarthy era on charges of failure to register as a foreign agent , died Sunday in her apartment on Riverside Drive .","Rabbi Edward E. Klein , the longtime spiritual leader of the Stephen Wise Free Synagogue and a community activist on the West Side of Manhattan , died Saturday at his home in Manhattan ."
winner,13,22,"TUCSON , Ariz. , May 20 ( AP ) - Bill Holland , the record-setting winner of the 1949 Indianapolis 500 auto race , died Saturday of Alzheimer 's disease , according to his family .","Waldo Salt , a two-time winner of the Academy Award for screenwriting , died of lung cancer yesterday at Cedars-Sinai Hospital in Los Angeles .","The playwright Paddy Chayefsky , a winner of three Academy Awards , died of cancer yesterday at Columbia-Presbyterian Medical Center in Manhattan ."
stroke,50,85,"Ali Shayegan , an opponent of Shah Mohammed Riza Pahlevi who had been living in political exile in New York and New Jersey since 1958 , died Monday at the Pascack Valley Hospital in Westwood , N.J. , after suffering a stroke .","James Jarrett Jr. , the doorman at Henri Bendel 's for more than 70 years , died Wednesday in a nursing home in Queens after suffering a stroke .","WARSAW , June 13 Karol Malcuzynski , a member of the Polish Parliament who declined to vote for martial law in 1981 , died of a stroke today in a hospital here , friends said ."
arm,7,12,"VERO BEACH , Fla. , April 11 Karl Spooner , whose sore left arm cut short what had promised to be a brilliant pitching career with the Brooklyn Dodgers , died Tuesday after a long illness .","He was plagued that year by arm troubles , which forced him to retire after the season with a career record of 10-6 and an earned run average of 3.09 .","After coming to this country early in World War II , Dr. Busignies helped organize and headed the domestic research arm of I.T.T. , Federal Communications Laboratories , now the I.T.T ."
philanthropy,4,7,"Nancy Bryan Luce , who was active in philanthropy , died of cancer Monday at her home in Millbrook , L.I .","Phyllis Gordon Tishman , a leading figure in Jewish philanthropy for nearly 40 years and the wife of Robert V. Tishman , the New York real-estate figure , died of heart failure Thursday at Montefiore Medical Center in the Bronx .",She was active in philanthropy on Long Island and was president of the Flora Wald Aid Society for many years .
tennis,4,7,"Mr. Nixon spent $ 1.025 million for his modern , 15-room house on more than four acres with lighted tennis courts , swimming pool , 1,000-bottle wine cellar - and running water .","There is a 23-acre park in Saddle River , however , equipped with playgrounds and tennis courts , and there are recreation programs .","PARIS , Aug. 8 Jean Troisgros , one of France 's most influential chefs , died today of a heart attack while playing tennis at a hotel in Vittel , a spa in eastern France ."
lung,14,25,"Theodore Sturgeon , a leading figure in American science fiction , died Wednesday of lung ailments in Eugene , Ore .","Waldo Salt , a two-time winner of the Academy Award for screenwriting , died of lung cancer yesterday at Cedars-Sinai Hospital in Los Angeles .","Robert Baker , a talent agent , died of lung cancer on Saturday in New York City , where he lived ."
patron,5,9,"Constance Barber Mellon , a prominent patron of the arts in New York City and Washington , died on Sunday at the Memorial Sloan-Kettering Cancer Center in Manhattan of complications from meningitis and pneumonia .","Mrs. Foshay 's mother , the late Katharine Fowler Milbank , was a patron of music and a supporter of the Ladies Christian Union , which maintains residence houses in New York for young working women .","She also served as a patron and , in 1959 , as general chairman of the annual International Debutante Ball , raising funds for the Kidney Disease Foundation of New York ."
financier,5,9,"JACKSONVILLE , Fla. , June 30 Edward Ball , the financier who directed the growth of the Alfred I. duPont trust to a $ 2 billion empire , left the bulk of his $ 75 million estate to the crippled children of Florida .","Milton N. Weir , a financier who developed the West Side Airlines Terminal and established commuter seaplane bases on the East River , died last Saturday aboard a cruise ship in the Caribbean .","SHERBORN , Mass. , May 5 Richard Saltonstall , financier , farmer and philanthropist and a member of one of the oldest families in Massachusetts dies Tuesday at his Charalescote farm ."
expert,29,53,"Dr. William C. Boyd , an expert in many fields whose early work in blood sciences led to modern immunology , died Saturday of complications from cancer at his home in Falmouth , Mass .","While he was very much an intellectual , the Prime Minister also enjoyed movies and was an expert horseman .","An expert in international relations , Mr. Wilcox spent his career in education and Government service ."
builder,7,13,"''No one really cares , '' said Joseph Murphy , a real-estate agent and home builder , strolling through one of the custom-designed homes he is constructing in his Burning Hollow development .","The public-relations firm for the Burning Hollow luxury housing development calls Saddle River ''the Beverly Hills of the East '' and characterizes its developer , Joseph Murphy , as ''realtor and builder to the stars . ''","Axel Springer , the builder of West Germany 's largest publishing empire and a prominent conservative voice for three decades , died last night in West Berlin ."
crime,10,19,Federal prosecutors last fall also said that Mr. Tieri had ordered the murder of three of his associates in the last three years and had reached ''the pinnacle of power in organized crime '' as a New York boss on the ''national commission '' that oversees La Cosa Nostra .,"The judge , calling it a ''tragedy '' for an elderly , ill man to go to prison , nevertheless sentenced Mr. Tieri to a 10-year sentence because of the racketeering conviction , the murder allegations and his role as head of ''the Genovese crime family . ''","It was Mr. Tieri 's first conviction of any crime in 50 years despite numerous indictments and allegations , according to Federal authorities ."
banker,10,19,"Roesler , an international banker in New York City for more than three decades , died Monday at Roosevelt Hospital .",At the time of his death he was a financial advisor and investment banker .,"Mr. Westheimer 's ambition and business knowledge led him through a successful career as a whisky salesman , banker , stockbroker and head of an investment concern , but he said that he was proudest of founding the organization devoted to providing friendship to fatherless boys ."
specialist,21,40,"Dr. John Sokol , education and program specialist of the Federal Department of Education , died last Saturday in Falmouth ( Mass . )",Dr. Sokol was named education and program specialist when the Department of Education became a separate entity in 1980 .,"Theodore Frederick Hatch , a specialist in health protection for workers , died last Saturday in Concord , N.H ."
dollar,3,6,"Describing herself as ''a radical for capitalism , '' Miss Rand sometimes wore a gold brooch in the figure of a dollar sign .","And in the last sentence of ''Atlas Shrugged , '' in which intellectual capitalists move to Colorado while the world created by the liberals and humanitarians collapses about them , her protagonist , John Galt , ''raised his hand and over the desolate earth he traced in space the sign of the dollar . ''","Comfort , one of five men who committed a $ 3 million dollar robbery at the Pierre Hotel in 1972 , died Friday at Rochester General Hospital ."
sleep,12,24,"CAIRO , May 12 Wahid Raafat , one of Egypt 's top legal scholars and a senior official of the opposition New Wafd Party , died in his sleep today .","Ernie Bilko in the 1950's television series ''The Phil Silvers Show , '' died in his sleep yesterday afternoon at his home in Los Angeles , a CBS spokesman said .","LONDON , Jan. 3 Princess Alice , Countess of Athlone and last surviving grandchild of Queen Victoria , died in her sleep today at her London home ."
golfer,4,8,"A native of Little Rock , Ark. , Mr. Harrison was a pro golfer for 45 years .","HOUSTON , Dec. 28 Jimmy Demaret , the first golfer to win the Masters tournament three times and a member of the Professional Golfers Association and World Golf halls of fame , died here today , apparently of a heart attack .","Pat Morgan , his business associate and close friend , said that Mr. Demaret had collapsed while getting into a golf cart to drive around the course , which he designed and built with another former professional golfer , Jack Burke Jr. Mr. Demaret won the Masters in 1940 , 1947 and 1950 , but he never won the United States Open , P.G.A ."
veteran,11,22,"Mr. Young was a veteran of both World Wars and received the Bronze Star in World War II , but the military was one of his favorite targets .","Jerry Roberts , a veteran broadcaster , died May 24 at the Hackensack ( N.J. ) Medical Center .","MARION , Ill. , June 5 Jasper Garrison , the nation 's oldest war veteran , a man described by his daughter as a straight-laced person who never smoked or drank , died Thusday at the age of 107 , the Veterans Administration said today ."
activity,5,10,"They maintain that Miss Rand , who died in New York last Saturday at the age of 77 , was interested less in literary immortality than in using her novels to explain Objectivism , which she described as a belief in ''the concept of man as a heroic being , with his own happiness as the moral purpose of life , with productive achievement as his noblest activity and reason as his only absolute . ''",He was trying to synthesize compounds that might have antileukemic activity .,"In that post she arranged for foreign guests of the State Department to meet American colleagues in their field of interest and to explore appropriate centers of cultural , educational and intellectual activity ."
developer,9,18,"The borough has restrictive ordinances and an architectural-review panel regulating such things as signs and landscaping , making sure that homeowners do n't let their paint peel , and insuring that no developer comes in to build dozens of what officials call ''look-alike '' houses or anything ''radical . ''","The public-relations firm for the Burning Hollow luxury housing development calls Saddle River ''the Beverly Hills of the East '' and characterizes its developer , Joseph Murphy , as ''realtor and builder to the stars . ''","Mr. Minuse was a longtime associate of the late Ward Melville , developer of the Colonial-style Stony Brook commercial center and chief benefactor of the museums at Stony Brook ."
vacation,4,8,"Mr. Troisgros 's brother and partner , Pierre , was reported to be on vacation in Egypt and unavailable for comment .","For the first time , the restaurant was closed for a two-week summer vacation .","A few years later she fashioned her notes into the novel ''Above Suspicion , '' the story of a young British couple who sought a British anti-Nazi agent in Germany in the summer of 1939 while seemingly on a vacation ."
hemorrhage,3,6,"Mr. Parise , who had been in ill health for five years , suffered a cerebral hemorrhage on Aug. 18 and had recently undergone a cardiac bypass operation .","Judge Scott , the senior judge in the Middle District of Florida , suffered a cerebral hemorrhage Tuesday in his hotel room in Savannah and never regained consciousness .","Nelson A. Rockefeller in 1961-62 , died last Friday at George Washington University Hospital in Washington after a cerebral hemorrhage ."
jewelry,3,6,He was known as an art collector as well as an intermittent costume jewelry designer .,"A writer and self-taught artist , he wrote many books on food and drink , and his paintings , hand-crafted jewelry and sculpture have received both popular acclaim and modest critical praise .","DALLAS , March 23 William Zale , a Russian immigrant who helped build a small town jewelry shop into a $ 500 million retail corporation with 1,600 stores worldwide , died Tuesday ."
ace,3,6,"LONDON , April 27 ( UPI ) - Air Commodore Philip Fletcher Fullard , a World War I ace who once shot down three German planes before breakfast , has died , his family announced today .","Marshal Aleksandr I. Pokryshkin , a Soviet flying ace who is credited with having shot down 59 German planes in World War II , has died at the age of 72 , it was announced in Moscow .","So delicate was his fingering that he could cut to an ace at will , something it took a fellow technician to appreciate ."
entrepreneur,3,6,"A self-styled entrepreneur who headed the Rowe Vending Machine Corporation and the Reynolds Products Company , a leading supplier of ice-makers , Mr. Greene was also the founder and onetime president of the National Automatic Merchandising Association .","David Rosenthal , a real-estate entrepreneur , a former leader in the dress industry and a philanthropist , died Sunday in Good Samaritan Hospital in West Palm Beach , Fla .","WEST BERLIN , April 2 Heinz Nixdorf , widely regarded as West Germany 's most successful postwar entrepreneur , died of heart failure on March 17 while attending the Hannover trade fair ."
portrayal,3,6,His stories were concerned less often with technology or horror than with the realistic portrayal of unlikely events and unexpected points of view .,"He seemed singularly suited to the portrayal of Lincoln , with a 6-foot 3-inch figure and somber mien .","He made other Broadway appearances , but the high point of his career was his poignant , laconic portrayal of the lonely young man who became President in ''Abe Lincoln in Illinois '' in 1938 ."
accountant,6,12,He took correspondence courses and studied in night school to become a certified public accountant .,"Charles F. Bomer of Rifton , N.Y. , an accountant and former associate of the multimillionaire Vincent Astor , died Saturday in Lynchburg , Va .","Jack H. Klein , treasurer of the Friars Club and an accountant whose clients included prominent entertainment and business figures , died at Beth Israel Hospital on Friday , two days after having suffered a stroke ."
failure,36,72,"Dr. James Wolf , the internist who had cared for the comatose Miss Quinlan for the last six years , said Miss Quinlan had died of respiratory failure brought on by acute pneumonia .","Warned of Dangers of Nazism In a 1981 interview in Le Monde , Dr. Goldmann said the great failure of his life was that ''I failed to convince the Jews of the dangers of Nazism before it was too late , '' although he was warning of these dangers as early as 1932 .","Elizabeth Moos , a peace activist who was arrested during the McCarthy era on charges of failure to register as a foreign agent , died Sunday in her apartment on Riverside Drive ."
leader,101,209,"Mr. Lynch , a native of St. Louis , and Tony Williams , along with the leader , Herbert Reed , and Paul Robi , formed the popular singing group in 1953 and made their first hit record , ''Only You , '' in 1955 .","DALLAS , March 2 Henry Neil Mallon , who built Dresser Industries from an obscure pipeline equipment concern to a world leader in energy-related products , died Tuesday of cancer .","A Member of Marian Fathers Bishop Sipovich , a member of the Marian Fathers Congregation and a leader of the Byelorussian-Byzantine Rite of the Catholic Church , was consecrated during the 37th International Eucharistic Congress in Munich in 1960 ."
ailment,15,32,"Rabbi Morris N. Kertzer , a leader in strengthening relations between Jews and Christians , died of a heart ailment Thursday at his retirement home in Scottsdale , Ariz .","Dr. Joseph Harman Fries , a New York pediatric allergist , died Monday of a heart ailment at Point Pleasant ( N.J. ) Hospital .",He had been admitted on Dec. 23 suffering from a lung ailment .
tonight,8,18,"LAS VEGAS , Nev. , Nov. 17 Duk Koo Kim was declared legally dead tonight , and the mother of the comatose South Korean boxer later said his organs would soon be transplanted so others may live .",Radio reports from the town of Guachanama near the crash site said tonight that the wreckage had been found but the bodies were burned beyond recognition .,"LOUISVILLE , Ky. , April 24 Jack C. Burcham , who on April 14 became the world 's fifth recipient of a permanent artificial heart , died tonight at 9:48 ."
examiner,4,9,"Alan R. Holmes , who had been one of the most powerful men in the nation's financial system , died yesterday morning in his Brooklyn apartment from coronary artery disease , according to Elliot Gross , New York 's chief medical examiner .","For most of his career , he was a hearing examiner , responsible for holding hearings on utility rate requests .","Dr. Edwin H. Albano , who was New Jersey 's first state medical examiner , died Thursday at St. Barnabas Hospital in Livingston , N.J ."
accident,16,37,"The communique said the accident occurred at 3 P.M. near the village of Guachala , about 10 miles from the Peruvian frontier and 300 miles south of here .",Hospital as a result of injuries suffered in an automobile accident in Falmouth .,Princess Alice 's son was killed in a car accident in 1928 .
entertainer,3,7,"He had been living in comfortable retirement for several years , but occasionally made public appearances that recalled his heyday as a wildly popular entertainer .","His co-pilot on the 1936 trans-Atlantic flight was Harry Richman , the Broadway entertainer .","In 1966 , he and Arthur Godfrey , the entertainer , flew a corporate jet around the world , setting 21 world speed records ."
emphysema,3,7,"John Lee Mahin , who wrote Hollywood screenplays from 1932 to 1966 , died of emphysema Wednesday in Santa Monica , Calif .","Roger Chauveron , who had operated two successful East Side restaurants , Cafe Chauveron and Cafe Chambord , died of emphysema and coronary failure Wednesday at the Nassau County Medical Center in East Meadow , L.I .",He had been suffering from cancer and emphysema .
creator,3,7,"Mr. Ecclestone was an early creator of luxury housing around the lure of a golf course , and two of his principal developments were Lost Tree Village , opened in North Palm Beach in 1959 , and Johns Island , a commmunity developed in Vero Beach in 1969 .","''She is recognized as the creator of acute , exciting novels set against backgrounds of meaningful present-day events , '' said Julian P. Muller , a vice president at Harcourt Brace Jovanovich and Miss MacInnes 's editor for about 25 years .","Resilience and Durability Once established , the eminence of the Gallup Poll and of its creator proved resilient as well as durable ."
rocket,3,7,"In 1955 , partly because of the Navy 's record of successful rocket launchings , its plan was chosen over rival proposals , but the plan was plagued with failures .","In August 1943 he led a 600-plane attack on the German rocket base at Peenemunde on the Baltic coast , the center of Nazi testing of the V-1 and V-2 rockets that later devastated London .",Many Nazi rocket experts were killed in the raid and the base was demolished .
table,3,7,"Spokesman for Colorado ''No one in our history has done more to win Colorado a place at the table in Washington , '' said Gov .",Mr. Gary was born in New York in 1906 and he once said his first exposure to theater came from the Yiddish actors who sometimes ate at his family 's table .,"When he told a story , he performed all the roles with appropriate facial expressions and gestures -climbing atop a chair or table and beating time if the anecdote were about a conductor , or simpering coquettishly if it were about a young woman ."
estate,20,47,In 1948 he became adjunct professor of real estate at the Bernard Baruch College of the City University .,"In his retirement years , Mr. Vinson divided his time between his 142-year-old house in the heart of Milledgeville and his farmhouse on a 600-acre estate on the Oconee River , four miles from town .",He made many lavish offers and promises of real estate grants to bring the team to Los Angeles .
woman,33,78,"The court also ruled that no one could be held criminally liable for removing the life-support systems , because the woman 's death ''would not be homicide , but rather expiration from existing natural causes . ''","By midsummer , her emaciated form was only a shell of the dark-haired , full-face , hazel-eye young woman she had been .","During the summer , the Quinlans , who had authorized that measures be taken to save her life , kept a constant vigil over the stricken woman ."
disease,30,71,"Harris J. Klein , a former member of the New York City Transit and Human Rights Commissions , died of Alzheimer 's disease Thursday at Maimonides Hospital in Brooklyn .","Irving M. Selis , a blind newsdealer who devoted his life to helping the blind live independently and planned Selis Manor , the city 's first apartment building designed exclusively for the blind , died of heart disease yesterday in St. Vincent 's Hospital .","TUCSON , Ariz. , May 20 ( AP ) - Bill Holland , the record-setting winner of the 1949 Indianapolis 500 auto race , died Saturday of Alzheimer 's disease , according to his family ."
pneumonia,16,38,"Dr. James Wolf , the internist who had cared for the comatose Miss Quinlan for the last six years , said Miss Quinlan had died of respiratory failure brought on by acute pneumonia .","The pneumonia , he said , was the result of the respiratory congestion that had been mounting for several months .","TOKYO , May 10 Sadamichi Hirasawa , believed to have been on death row longer than any other prisoner in the world , died today of pneumonia in a medical detention center in suburban Hachioji , a hospital official said ."
agent,21,50,"While working as a literary agent , he also sold his own stories to ''Astounding Science Fiction '' and ''Weird Tales . ''","LOS ANGELES ( AP ) - Phil Berg , a pioneering talent agent who handled such clients as Clark Gable , Judy Garland and Joan Crawford , died Tuesday .","He often was credited with creating the package deal for his clients , in which the agent found a script , a writer , actors and a director , and then sold the entire package to a producer ."
champion,13,31,"Kim , who was 23 years old , had been described by a neurologist as ''brain dead '' since shortly after being knocked unconscious last Saturday in the 14th round of a lightweight title bout against Ray ( Boom Boom ) Mancini , the World Boxing Association champion .","LONDON , March 2 Tommy Farr , the first fighter to go the 15-round distance with Joe Louis , the former world heavyweight champion , died of liver cancer at his home Saturday .","FORT MITCHELL , Ky. , April 13 Ben S. Castleman Sr. , the northern Kentucky restaurateur who was the breeder of the champion race horse Seattle Slew , died Tuesday in Lexington , Ky ."
traffic,5,12,"Mr. Cameron speaks with a note of pride about the thwarting of efforts by some residents and the county government to install sidewalks , street lights and traffic lights and to widen the narrow roads .","Commuters said it was about a 50- minute drive to midtown , with no traffic .","Mr. Ventresca , 38 years old , had stopped at a downtown traffic light Sunday when his car was struck by another from the rear ."
hospital,72,174,"LOVELAND , Ohio , Nov. 16 Doris Pfiester , who became famous as the ''Valentine Lady '' for re-mailing Valentines for thousands of people around the world , died at a hospital last weekend .","Later , at the hospital , she was put on a respirator because she was unable to breathe on her own .","Late in July , the Quinlans put their decision before the doctors and hospital officials ."
empire,7,17,"JACKSONVILLE , Fla. , June 30 Edward Ball , the financier who directed the growth of the Alfred I. duPont trust to a $ 2 billion empire , left the bulk of his $ 75 million estate to the crippled children of Florida .","Last week a Riddle employee , Fred Crossley , was named to run the gambling empire in his absence .","Axel Springer , the builder of West Germany 's largest publishing empire and a prominent conservative voice for three decades , died last night in West Berlin ."
colleague,7,17,"''He was a humanist , the type of person who read Dostoyevsky in the original Russian , '' said Isaac Asimov , a friend and colleague who was co-author of two books with Dr. Boyd .","Jacob K. Javits will be buried in New York City tomorrow , with United States Senators from both political parties on hand to eulogize a distinguished and admired colleague .","Senator Moynihan , a New York Democrat who served with Mr. Javits in the 1970 's , praised his Republican colleague 's spirit and patriotism ."
