word,count,docCount
collapse,8,8,"Candidate for Leading Position In the confusion and instability of the post-Khrushchev period , experts saw a strong likelihood that Mr. Podgorny , known as capable , quiet and steady , would be best prepared to move into the ruling position after the collapse of the Brezhnev-Kosygin team - a collapse that was inevitable , the experts said .","Commander of Occupation After the collapse of the German forces , General Clark became commander of United States Occupation Forces and High Commissioner in Austria .","With these forces , General Clark opened the final big push into the Po Valley in April 1945 and brought about a German surrender in the Alps on May 2 , a week before the final collapse of the Third Reich ."
know,46,47,We know what will happen if we remove it . '',"''I know she can't comprehend , but just imagine someone lying in a room with no sound . ''",Dr. Hammargren said he did not know when the organ transplants would be performed .
win,34,36,"Last February , Kim captured the Orient-Pacific lightweight title from Kwang Min Kim , who had twice failed to win the world lightweight title .","A big , powerful first baseman , he helped the Cincinnati Reds win the World Series in 1940 .","Charges in Congressional Report In 1959 , a report issued by Representative Francis E. Walter , a Pennsylvania Democrat who was chairman of the House Un-American Activities Committee , identified Mr. Connelly as part of a Communist attempt to infiltrate legitimate community affairs and win public approval by championing popular causes ."
develop,27,30,"For the current re-election campaign , Mr. Beal helped the Reagan campagin staff develop a computer system to test its campaign strategy on a daily basis by analyzing polls , census data , economic conditions and the assessments of its top political operators .","Slate , an inventor who helped develop the commercial use of dry ice as a refrigerant in the 1920 's , died of cancer Wednesday at a nursing home in Corvallis .","Sale of Company In 1954 , Mr. Farber sold the company he established in 1945 to produced portable strobe flash units , but he continued to develop new inventions in the area and to write for photography magazines and to exhibit his prints ."
write,27,31,"''I will never write another play for Broadway , '' he told me and others .","I would call him periodically during the non-theatrical years , urging him to write again for the stage .","''It takes me two or three years to write a play , '' he would say ."
spend,10,13,The Princess enjoyed excellent health and flew to South Africa to spend her 95th birthday with friends there .,He had a strong following among working women and he was pleased that women who could afford to spend a lot more for clothes supplemented their wardrobes with his styles .,On Saturday the ruler was shown by Saudi television arriving in Taif to spend the summer .
be,378,504,He had already finished another play - ''The Latent Heterosexual '' - but he would not permit it to be done in New York .,Mr. Shayegan 's body is to be flown to Iran next week for burial .,A memorial service will be held between 2 P.M. and 4 P.M. Sunday at the Islamic Center at 1 West 72d Street .
describe,9,12,The term ''politician '' was one of his own words of self-description ; another phrase he sometimes used to describe himself was ''unarmed anarchist . '',"Quoting from ''Tuesday Will Be Different , '' a collection of Mr. Hough 's essays , Mr. Golding used the country editor 's own words to describe his life : ''Whatever comes up in the matter of ideas or enterprise , someone says , 'Let's broaden it . '","Orville Prescott , reviewing ''The Fountainhead '' in The New York Times 39 years ago , summed up what later reviewers would describe as her strengths and weaknesses when he praised the novel 's ''concentrated intellectual passion '' and ''astonishing twists of superabundant plot . ''"
represent,13,18,"In 1970 he won the seat representing Manhattan 's 66th Assembly District on the Upper East Side , becoming the first Democrat-Liberal to represent that area of the so-called Silk Stocking District in the Assembly in 55 years .","Mayor Koch called him ''one of the greatest senators ever to represent New York and , at the end of his life , surely one of the bravest citizens in America . ''","Elected in 1934 In 1934 he was elected to Congress to represent the 17th District , which began south of Chicago and ran south into the central part of the state , and included Melvin ."
hold,21,30,"Dance Theater of Harlem will hold a memorial service for Karel Shook on Thursday at 7:30 P.M. at the Cathedral of St. John the Divine , Amsterdam Avenue and 110th Street .","While Miss Rand once maintained that ''I have held the same philosophy I now hold for as far back as I can remember , '' she also noted that she had ''expanded her knowledge of details and specific issues . ''","The chief duties of the whip , or assistant party leader , are to round up party members and see that they are on the floor for major votes , along with keeping them informed on the legislative schedule and helping the House party leader hold a solid block of votes in line on the party 's side of major issues ."
follow,14,21,"German youth of all classes , Dr. Rodnick wrote , ''are ready to follow any anti-allied party .",Burial will follow there at St. Peter 's Cemetery .,City checkers will soon follow to verify the findings .
admit,4,6,"In 1963 , when Clemson College was forced to admit its first black student , he urged his Senate colleagues to keep the school open .",In 1953 he announced that two affiliated mining companies in Rhodesia had asked its miners ' union to lift its color bar and to admit blacks .,One Product Was a Failure Mr. Estridge was among the first to admit that not all of his I.B.M .
build,15,23,"And in 1977 , Mr. Selis announced plans to build a 12-story , 200-unit apartment house for the blind on the site .","He plans ultimately to build 94 homes priced from $ 559,000 to $ 1.2 million - the latter with an indoor racquetball court .","The borough has restrictive ordinances and an architectural-review panel regulating such things as signs and landscaping , making sure that homeowners do n't let their paint peel , and insuring that no developer comes in to build dozens of what officials call ''look-alike '' houses or anything ''radical . ''"
live,36,56,"When we first met in 1954 , a gentler year , on the crest of the wave of television triumph , he complained about the ephemeral nature of television - ''one one-night stand after another , '' he described the medium - and spoke longingly of how he would like to have a full-length play produced in the theater , ''where live people watch live actors bringing","Besides her parents , who live in Wantage , N.J. , she is survived by her sister , Mary Ellen , of Bloomfield , N.J. , and her brother John , of Elizabeth , N.J. Funeral arrangements were tentative last night .","LAS VEGAS , Nev. , Nov. 17 Duk Koo Kim was declared legally dead tonight , and the mother of the comatose South Korean boxer later said his organs would soon be transplanted so others may live ."
receive,16,25,"MINNEAPOLIS , Oct. 14 Mary Lund , the first woman to receive an artificial heart , died tonight at Abbott Northwestern Hospital , nine months after her Jarvik-7 pump was replaced with a human heart .","Mrs. Lund was the first woman to receive the artificial heart , said Kristen Johnson , heart replacement coordinator at Abbott Northwestern .","Mr. Kelly , who was living as an obscure self-employed house painter in Pittsburgh , his hometown , was the first enlisted man to receive the Medal of Honor in the war ."
help,48,77,In 1960 Mr. Kahn was appointed an independent appraiser by New York City's Department of Finance to help prepare the department 's case for an increase in the assessments of city property .,"He was wealthy , but he concerned himself with legislation to help the poor .","The foremost objective at the time was to feed and clothe the Jews , many of whom were destitute , and help them find a home in Israel ."
organize,13,21,"He was the founder of the Conference of Presidents of Major Jewish Organizations and for many years president of the World Jewish Congress , which he helped to organize in 1936 .","In those roles he conceived and helped organize the Global Atmospheric Research Program , the most ambitious international effort in weather research ever undertaken .","Designed 12-Story Building In 1928 , Mr. Selis , who operated a newsstand at Sheridan Square , helped to organize the New York Association of Blind Newsdealers , the only trade organization then operated exclusively by blind people ."
lose,6,10,"He advised the King not to get involved in the peace initiative begun by President Sadat , believing that Jordan would only lose by joining in without some assurances of an Israeli withdrawal from the West Bank and East Jerusalem , which fell to Israel in the 1967 war .","He did not , however , lose sight of long-term ambitions that to others seemed beyond the bounds of practicality .",They knew we could n't lose .
vacation,4,8,"Mr. Troisgros 's brother and partner , Pierre , was reported to be on vacation in Egypt and unavailable for comment .","For the first time , the restaurant was closed for a two-week summer vacation .","A few years later she fashioned her notes into the novel ''Above Suspicion , '' the story of a young British couple who sought a British anti-Nazi agent in Germany in the summer of 1939 while seemingly on a vacation ."
miss,3,6,We'll miss him . '',We shall miss him . '',She was a friend whom we will miss . ''
treat,5,10,"That device , the hematocrit , allows physicians to diagnose and treat different kinds of anemia .","He was the first to use chemotherapy to treat Hodgkin 's disease , a cancer that originates in the lymph glands .","After Mr. Berlinguer 's stroke , the Soviet Communist Party - which Mr. Berlinguer openly criticized for , among other things , its economic and human rights policies and the Soviet intervention in Afghanistan and the suppression of Solidarity in Poland - offered to send medical experts to treat him ."
guide,3,6,I started my guide the next year and immediately gave them the highest rating .,"A year later , he served as a guide for Senator Ernest F. Hollings in what became a series of widely publicized ''hunger tours '' in the state .","Henri Gaston Busignies , an electronics and communications expert whose more than 140 inventions in aerial navigation and directionfinding helped guide aircraft the world over , died yesterday in Antibes on the French Riviera ."
regard,5,10,"Gen. Bradley Used Information Assessing the data received from all across western France in preparation for the Allied landings on D-day , Gen. Omar N. Bradley later told Mr. Renault : ''I must inform you of the gratitude of the American Army in regard to your network .","''I regard this as a 'good-government ' proposal , '' he said .","He beat some of the greatest fighters of his day , including Jake La Motta , but also lost to many of much lesser regard ."
have,132,264,And memories of those gentler years when he was one of Broadway 's most active and imaginative playwrights flood back to his friends and colleagues -and I am proud to have been one of them .,"When we first met in 1954 , a gentler year , on the crest of the wave of television triumph , he complained about the ephemeral nature of television - ''one one-night stand after another , '' he described the medium - and spoke longingly of how he would like to have a full-length play produced in the theater , ''where live people watch live actors bringing","A Kurt Vonnegut character , the author Kilgore Trout , is said to have been named for Mr. Sturgeon ."
gather,3,6,"At Tupperware parties friends and neighbors typically gather in a living room , play games , exchange recipes and watch the company 's representative demonstrate products ranging from a $ 1.29 canister handle to an $ 18.98 decorator set of four canisters offered in three colors , daffodil , tangerine and brown .","The Federal grand jury is still attempting through subpoenas to gather records on the cardinal 's financial relationship with Mrs. Wilson , his lifelong friend and stepcousin , and has not issued any indictments .","To gather data for the computer , Federal agencies have developed devices that can detect more than 95 percent of all lightning strikes in 11 Western states ."
find,19,41,"Nevertheless , Mr. Salt could not find work in Hollywood for years and , instead , wrote for television in both the United States and Great Britain under several assumed names .","The foremost objective at the time was to feed and clothe the Jews , many of whom were destitute , and help them find a home in Israel .","''I was amazed to find out that he was 5 foot 7. , '' he said ."
rise,6,13,"Party stalwarts blamed the fiasco on heavy rains that kept their overly confident constituents from the polls , but others grumbled about a tax rise proposed , then abandoned , by Mr. Ohira on the eve of the vote .","Within months , there was a marked rise in labor productivity , and the performance of the Soviet economy in 1983 turned out to be a significant improvement over the previous year .","Before and after his rise , it was said in Moscow - not denied and not confirmed - that his dour , enigmatic countenance masked a man very different from the Kremlin norm ."
credit,6,13,"Aimed at Western Creditors If there has been a common strand to the South African agenda , it has been to present a revised image to Western nations and creditor banks , intended to stave off the threat of tightened sanctions , deeper isolation and ostracism by Western credit markets .","International confidence in the nation 's economy , moreover , has been badly dented by a freeze last year on debt repayments after international banks severed credit lines , and by omens such as a decision this week by Barclay's Bank in London not to extend further loans to South Africa .","His most recent filmscript , ''Altered States , '' about a professor who uses himself as a guinea pig for his experiments , appeared finally with a credit saying that the movie had been based on a novel by Mr. Chayefsky ."
perform,5,11,"Despite his advanced years , failing sight and an artificial leg , Mr. Lewis continued to perform in Memphis nightspots , where blues music has enjoyed a resurgence .","Mrs. Hanneford 's son , Tommy Hanneford , had taken over as producer , and his wife , Struppi , and his niece , Nellie , 12 , also perform in the show .",He said that the cardinal had not looked well and that he had asked him if he was sure he should perform it .
direct,7,16,"Mr. Haber remained in Germany until the early 1950 's , when he was reassigned to North Africa to direct the agency 's efforts on behalf of Jews fleeing their homes in Arab countries for resettlement in Israel .",From 1958 until 1968 he held no direct government office except as a member of the Council of State .,"He was a direct descendant of Sir Richard Saltonstall , one of the original patentees of the Massachusetts Bay Colony who helped found Watertown in 1630 ."
handle,3,7,"At Tupperware parties friends and neighbors typically gather in a living room , play games , exchange recipes and watch the company 's representative demonstrate products ranging from a $ 1.29 canister handle to an $ 18.98 decorator set of four canisters offered in three colors , daffodil , tangerine and brown .",One of his achievements was development of a master calendar system that enabled California courts to handle greater quantities of litigation .,"British publishers , however , refused to handle them in deference to the palace ."
sell,7,17,"'A Species All Their Own' ''The nicest thing about the book business is the people you buy from or sell to , '' Mr. Pine said last April .","After two unsuccessful ventures , in 1927 he teamed up with the vending-machine pioneer William Rowe to form a company to sell cigarettes and other products by machine .","He said the game was such a success with his friends that he decided to print cards , increase the number of combinations on the cards and sell the game as bingo ."
raise,6,15,She was credited with helping raise money that expanded the university from a few shacks .,"He began with 24-card sets and developed more than 6,000 card combination as the popularity of the game grew to become a national pastime and way to raise money at churches and charity events .","The hybrid vegetables , which were hardier , more disease resistant and higher yielding than others , helped Victory Gardeners raise bumper crops in World War II ."
operate,4,10,"Gross , who also owned Harvey 's Inn at Stateline , Nev. , and a sprawling buffalo ranch in Carson Valley , tended to operate behind the scenes in Nevada gaming .","Mr. Duffy permitted his prisoners to publish a newspaper and to operate a radio station , and their cells were furnished with earphones so they could listen not only to ''San Quentin on the Air '' but selected programs from commmercial stations .","In 1957 , Judge Davidson deferred sentencing an automobile thief so that an orthopedic surgeon could be found to operate on the young man's malformed hand , which had been burned by his mother ."
grow,3,8,"As the war ended , the Vatican sent the priest to London to work with the grow ing number of Byelorussian and Polish refugees gathering the re .",''Maybe it 's because as a small boy I wanted to grow up to become a man who could fix horse races or second-deal himself four aces in a poker game . '',"''It is my conviction , from having watched a great many babies grow up , that all of humanity is born a genius and then becomes de-geniused very rapidly by unfavorable circumstances and by the frustration of all their extraordinary built-in capabilities . ''"
attend,6,17,"The leaders of the French and Spanish Communist parties , partners in establishing Western Europe 's distinctive brand of Communism , will attend Mr. Berlinguer 's funeral , which is scheduled for Wednesday in Rome .",to attend mass .,"Mr. White did not attend this or any other church ; the family 's invitation carefully called this event a gathering , not a service ."
fly,7,20,"After an investigation by the Civil Aeronautics Board , the fares were reduced and additional airlines were authorized to fly to the island .","Until she was well past 90 she sailed by cargo ship , but relatives finally prevailed on her to fly rather than risk storms at sea .","At 14 , he announced that he wanted to learn to fly ."
bring,11,33,"Mr. Sturgeon preferred to think of his writing as speculative fiction , or '' 'if ' fiction , '' and he crusaded to bring literary respect to the science-fiction genre .","''There 's a radio in her room that is always on , and once in a while , we bring down a tape and play some songs for her , '' Mrs. Quinlan said .",He made many lavish offers and promises of real estate grants to bring the team to Los Angeles .
promote,2,6,"In recent years , Mr. Munsell had been active in programs to help the poor and the elderly in New York City and to promote nuclear disarmament .",Mr. Mueller was named to the staff of the Federal Energy Administration in 1975 to help promote voluntary energy conservation .,He even registered in Washington as a lobbyist to promote the marigold 's cause .
earn,3,9,"Lifelong Interest in Music His father encouraged him to take violin lessons , and the boy was soon playing the violin at dances to earn money for college .","Mr. Ritola , like tens of thousands of other Finns , went to the United States to earn a living early in the century .","On his return , he began a series of portraits of the famous , in realist style , - including President Franklin D. Roosevelt and such members of his cabinet as Cordell Hull and Harry Hopkins - that began to earn him public recognition ."
sponsor,3,9,"The prosecution said the organization had been a sponsor in this country of the Stockholm Peace Appeal , which Federal officials described as a Communist trick that promoted unenforceable Soviet proposals about atomic energy and weapons .","Formed Scientific Foundation Another philanthrophy , the Kittay Scientific Foundation , was established in 1971 to sponsor research at the New York Hospital-Cornell Medical Center .",He was a major sponsor of the 1976 law that created the 200-mile fishing limit off the United States coast .
negotiate,2,6,"Later , as a Deputy United States Secretary of State , he helped negotiate a treaty for Austria .","WASHINGTON , June 17 Herman H. Barger , a retired State Department officer who in the 1950 's helped negotiate free trade agreements with Western Europe and Japan , has died of cancer .","He was a specialist in economics and helped negotiate trade agreements with Switzerland , France and Britain in the 1930 's ."
drive,6,18,"Commuters said it was about a 50- minute drive to midtown , with no traffic .","She headed the church 's delegation to the Consultation on Church Union , a plan to unite 10 major Protestant denominations , and recently led the United Presbyterian Church 's $ 60 million fundraising drive for mission .","The association dominated the rights drive in South Carolina , a state second only to Mississippi in percentage of black population ."
establish,7,22,"Among the community gardens that Miss Christy 's group helped to establish are the Dome Project Garden on West 84th Street in Manhattan , the 1100 Bergen Block Association Garden in the Crown Heights section of Brooklyn , Our Lady of the Presentation in the Ocean Hill-Brownsville section of Brooklyn and Cherry Park on Bryant Avenue in the Bronx .","Cosmas and Damian Adult Home on Staten Island , a home for the aged he helped establish .",establish itself on record as inherently opposed to any peas-in-a-pod-like reproducible designs . ''
tell,5,16,"When I read publicity about them , I can tell just which press agent they employ . ''",Mr. Hollings returned to Washington to tell the Senate : ''There is substantial hunger in South Carolina .,"Finally , superior Allied naval and air power began to tell in the struggle at sea and Grand Admiral Erich Raeder was removed from supreme command of the German Navy ."
become,39,125,"Stanley Kresge began his business career with the S.S. Kresge Company in 1923 , moving up the corporate ladder to become vice chairman in 1953 .","Restless Young People Monsignor Trapasso , then pastor of Our Lady of the Lake Roman Catholic Church in Mount Arlington , N.J. , where Mrs. Quinlan worked and the family attended mass , recalled that Miss Quinlan had become ''disillusioned by the older generation . ''","But they did become a cheap and reliable way of making fine distinctions within blood groups , providing a fundamental tool for immunology research ."
lecture,3,10,He taught at universities throughout Europe and had recently returned from a lecture tour of the United States .,"A year later , Mr. Tarsis was allowed to leave the Soviet Union , ostensibly on a lecture tour , but in fact never to return .","Buckingham Fuller , '' Mr. Khrushchev said he ''should come here to lecture our engineers on his invention . ''"
gain,3,10,"The country 's white rulers , thus , seem to feel a need to remodel their image in foreign eyes , while seeking maximum political gain from the gestures they offer in pursuit of that goal .","Looking back on what he learned in Asia , he once said : ''The Communists strive to split the people away from the Government and gain control over a decisive number of the population .",His theory did not gain wide acceptance and after 1974 he was no longer able to obtain Federal financing for his cancer research .
devote,2,7,"Mrs. Dean , an experienced herbalist , decided early to devote her life to the Delawares , lecturing widely at symposiums , museums and universities and working with historians , anthropologists and linguists to preserve the ancient tribal customs .","Man 's inventions and his industrial developments ( such as strong new alloys ) could enable him to improve his environment to a point where , ultimately , machines could take over all work and man could devote himself to learning still more ways of ''doing more and more with less and less . ''",He left the company in 1960 to devote his time to real estate .
ban,2,7,He once said his Senate vote for a limited nuclear test ban treaty was the most important of his career .,In 1962 Mr. Caetano resigned from the university in protest against a police ban on a student meeting .,"His latest campaign , in 1979 , was a fast to achieve a ban on the slaughter of cows , which are sacred to most Hindus ."
require,2,7,"Mr. Burcham had suffered from kidney problems , as have other artificial heart recipients , but he was the first to require kidney dialysis after the implant .","Earlier , they voted , 247-175 , against an attempt to require that financing for the strategic bomber must be approved annually .","Judge Henry F. Werker , who blocked an attempt by the Reagan Administration to require family-planning clinics to notify parents when minors received prescription contraceptives , died of cancer yesterday at his home in Pelham , N.Y ."
defend,2,7,"A follow-up editorial , not written by Mr. Loeb , caused Mr. Muskie to defend his wife in snowy Manchester .","'Khrushchev Himself' Mr. Crankshaw , who also contributed copious footnotes and commentary to the Khrushchev book , helped defend the book against doubters .","Yet when the Panama Canal Treaties were finally signed in the late 1970 's , leftists in his own country accused him of selling out Panamanian interests because the United States would continue to control the Panama Canal until the year 2000 and to defend its ''neutrality '' after that ."
recall,2,7,"In later years , when asked why he had entered politics , Mr. Teague would recall : ''I landed on Utah Beach and saw hundreds of bodies stacked up .","EDGARTOWN , Mass. , June 30 Hundreds of friends and colleagues gathered Saturday morning in the Old Whaling Church here to recall the life of Henry Beetle Hough , the editor of The Vineyard Gazette for 65 years .","'Very Competent' ''I recall working with him on the failure of the Franklin National Bank and the problems of the failing real estate investment trusts in 1974 and New York City 's financial crisis in 1976 , '' said J. Charles Partee , a governor of the Federal Reserve Board ."
feature,2,7,"In 1951 , he opened as the star of ''Top Banana , '' which ran for two years including a long road tour and was made into a feature film .","He became a reporter and feature writer , ran publicity for a lecture tour by Rear Adm. Richard E. Byrd and was an assistant drama coach at the Young Men's Hebrew Association in Newark .",Donald appeared in more than 150 cartoons and several full-length feature films after his debut in 1933 .
create,4,15,He moved to television in 1955 to create the role of Sergeant O'Hara and retired in 1960 after 168 episodes .,"''I said to myself , 'God did not create all men equal . '","''But the true printing press , '' the article continued , ''is a little-known man named Alan R. Holmes , who sits in an office in the Federal Reserve Bank of New York and decides every day how much money to create . ''"
produce,5,19,"He continued doing research in his anechoic , or echo-free , laboratory at Brigham Young until a month ago and had continued to produce scientific papers analyzing the sounds of musical instruments .","King Sobhuza II of Swaziland , the world 's longest-reigning sovereign , who blended 500-year-old customs with up-to-date pragmatism to produce an African economic and political success story , died Saturday at his palace outside Mbabane , the capital .","After her husband 's death , Mrs. Martinez continued to produce pottery , working with her daughter-in-law , Santana , and her son , Adam , until her retirement in 1970 ."
remove,2,8,"''It is not necessary to remove her feeding tube , '' Mr. Quinlan said in an interview .","''Now , to remove the feeding tube , that 's like saying , 'I 'm going to take charge again . '",We know what will happen if we remove it . ''
drink,2,8,"In the robbery , a man posing as a Government health worker entered a Teikoku Bank branch and told 16 employees that post-World War II occupation forces had ordered them to drink medicine because of an outbreak of dysentery .",The drink was found to contain cyanide .,"Earl S. Tupper , who created the line of plastic food and drink containers known as Tupperware , died of a heart attack Monday in Costa Rica ."
carry,4,16,"Mr. Fortas , who was a protege of Associate Justice William O. Douglas when he was teaching at the Yale Law School , arrived in Washington with the generation of young lawyers who helped shape and carry out the New Deal .","And the old guard seemed too entrenched for Mr. Andropov , without a clearly defined power base of his own , to carry out the sweeping changes he had evidently envisioned .",He started making bags to carry the sports gear .
begin,3,12,"Earlier this week , the offers continued with a proposal that South African-controlled South-West Africa should begin its long-delayed accession to independence on Aug. 1 .","The Fifth Army landed at Salerno , south of Naples , on Sept. 9 , 1943 , while General Montgomery 's troops crossed the Strait of Messina from Sicily at the toe of the Italian boot to begin the bitter , difficult conquest of Italy .","He grew up on his father 's farm and , after two years at Oberlin College in Ohio and three years in the Navy in World War I , he returned to Ohio to begin farming and banking with his father ."
make,24,101,'Forced to Function' The lawyer contended that Miss Quinlan was being forced to function against all natural impulses and that her right to make a private decision about her fate superseded the state 's right to keep her alive .,"After they left , Kim 's mother had said that she would soon make a decision on her son 's condition .","In 1961 , he stumped for the new Liberal Party , attacking Mr. Ben-Gurion 's Mapai Party for its inability to make peace with the Arabs ."
draft,3,13,"Miles Lanier Colean , a housing and city planning authority who helped draft the legislation that created the Federal Housing Administration and who coined the term ''urban renewal , '' died Tuesday at his home in Washington , D.C .",General Lansdale said that in 1961 he was told by the Kennedy Administration to draft a contingency plan to overthrow President Fidel Castro of Cuba .,"Liberated in 1943 , Mr. Terracini helped draft the Constitution of the postwar republic and was elected to Italy 's lower house of Parliament ."
save,3,13,"During the summer , the Quinlans , who had authorized that measures be taken to save her life , kept a constant vigil over the stricken woman .","For many years the Delaware Indians , who had once inhabited New York , New Jersey , Pennsylvania and Delaware , were all but forgotten , save for a number of place names that dot the maps , such as Manhattan , Passaic , Kittatinny , Ossining and Hoboken .","''The thing that has made the products so successful , '' said Jack Linn , a spokesman at company headquarters in Orlando , Fla. , ''is that the designs have changed to reflect customer needs , and the company has always strived to save homemakers time and space and money . ''"
try,4,18,"As King Hussein 's senior foreign policy strategist and trusted adviser , Mr. Sharaf helped Jordan try to maintain a position of relative moderation between Egypt and nations like Syria and Iraq that violently rejected Cairo 's peace with Israel .","In 1971 , he was sent to Cairo on a delicate task to try to patch up relations after President Anwar el-Sadat had arrested some of Moscow 's friends in the Egyptian leadership .","After six years at I.B.M. , Mr. Greene left the company to try business on his own ."
supply,2,9,"If I continue to let the doctors and staff supply medical treatment , it is a burden to them .","The team 's report , later included among the Pentagon Papers , said it ''spent the last days of Hanoi in contaminating the oil supply of the bus company for a gradual wreckage of engines in the buses , '' and ''in taking actions for delayed sabotage of the railroad . ''",British and American planes broke the blockade by airlifting 2.34 million tons of food and coal over the 18 months to supply the Western sector .
transplant,2,9,He will be taken off the system after the transplant procedure is completed .,"A Mother 's Gift ''My son has passed away and I made up my mind to transplant his organs to other people , '' said Kim 's mother , Mrs. Yang Sun-Nyo , through an interpreter .","FORT WORTH , Nov. 11 Fourteen-month-old Ashley Bailey died today , ending a fight for a liver transplant that was aided by President Reagan , Gov ."
achieve,3,14,He showed us that despite disability - for him it was a physical disability - we can overcome and we can achieve and we can accomplish . '',"What my critics pretend to mean , I think , is that my plays are literal and earthbound , and that my characters never achieve any stature beyond immediate recognition . ''","JACKSONVILLE , Fla. , May 13 Federal District Judge Charles R. Scott , known for his rulings in the areas of prison reform and busing to achieve integration in public schools , died Thursday at Memorial Medical Center here ."
improve,3,14,"There he associated with the noted mathematician John von Neumann in pioneering the use of computers and numerical techniques to improve weather forecasting , and played a leading role in efforts to integrate sea-air exchanges of energy and moisture into the study of climate .","Mrs. Samano , wife of former President Adolfo Lopez Mateos , whose term lasted from 1958 to 1964 , initiated the national movement to organize and improve medical and educational services for Mexican children .","In 1952 , he helped found the League of West Side Organizations , an interfaith group of more than 40 West Side institutions that tried to stem urban blight and improve the area ."
visit,7,33,"IN THE LAST TWO PAPAL ELECTIONS Sergio Cardinal Pignedoli , one of the leading contenders for the papacy two years ago , died early yesterday while on a visit to his brother in the family's hometown of Reggio Emilia in north-central Italy .","As his own Foreign Minister , Mr. Sharaf remained active in foreign affairs and accompanied King Hussein on his official visit to the United States last month .","In 1954 , on a visit to the United States , Mr. Yadin purchased the four other scrolls for $ 250,000 ."
range,4,19,Dr. Boyd was widely known for the range of his expertise .,He was also active in a wide range of philanthropic activities .,"He said older homes , meaning those built about 30 years ago , are generally smaller and cost less , in the $ 300,000 to $ 500,000 range ."
design,6,30,"Mr. Rau , a New York resident until his retirement to California , was a sales executive concerned with package design .","His business career began in 1922 with the Chicago architectural firm of Holabird & Root , where he helped to design the Palmer House , the Peacock Store and the Stevens Hotel , which was later renamed the Conrad Hilton .","The Tupperware line is now sold in 30 countries and consists of about 225 items , including toys and indoor garden accessories , most of which reflect the original design ."
decline,2,10,"The total number of crimes represents a decrease from 1981 , due to a decline in home burglaries , a general trend throughout the suburbs .",He once said : ''Characters caught in the decline of their society - that 's the essence of almost everything that I write . '',The big disappointment of Mr. Douglas 's career was to watch the company 's fortunes decline in the mid-60 's .
