word,count,docCount
institute,57,20,His death was reported by Swiss colleagues at a Bern research institute where he had worked since 1970 .,"Mrs. Woodward , a resident of Del Mar in northern San Diego County , gave $ 4 million last year to the Scripps Foundation for a Mericos eye institute .","When the institute merged with Hebrew Union College in Manhattan , he became a governor of the combined institutions ."
corps,19,7,"The future Cardinal , then a chaplain in the Italian submarine corps , replied by writing an appeal to Italian servicemen that was printed in an official student newspaper in Rome .",He later served four years in the counterintelligence corps in Korea .,"Conqueror of Rome In addition to a historic meeting in Rome with his corps commanders , held June 5 , 1944 , on Capitoline Hill , the campaign involved him in the Anzio beachhead mission of Jan. 22 , 1944 , the costly charge of the 36th Division at the Rapido River , and the bombing of the Abbey at Monte Cassino three weeks later ."
''he,19,7,"At the time he Hebraicized his name to Yadin , which means ''he will judge . ''","At Carnegie-Mellon , Dr. Berry said , ''he began working on an entirely different kind of project . ''",It said ''he holds the ultimate power and therefore must be considered accountable for the results accomplished in his exercise of this power . ''
metropolitan,21,8,"In a densely populated metropolitan area , such tranquil , semirural areas with woodlands and meadows are at a premium .","CHICAGO , April 25 John Cardinal Cody , the Archbishop of Chicago and spiritual leader of about 2.5 million Roman Catholics in the metropolitan area , died of heart failure shortly after 12 A.M. today .","He was a past chairman of the association 's national board of directors , and since 1970 had been its highest ranked player in the New York metropolitan area ."
council,56,22,She had served from 1963 to 1970 on the arts council .,She had been associated with the council for 10 years .,"His father , King Ngwane V , died suddenly the same year , and a tribal council headed by his father 's favorite wife chose the young Sobhuza as his successor from among a host of other sons ."
bureau,27,11,"Mr. Mehegan was sworn in as an agent of the bureau March 20 , 1922 , in the Presidency of Warren G. Harding .","According to Jane 's All the World 's Aircraft , the key reference book in aviation , Mr. Izotov 's design bureau was responsible for the turboprop engine of the Antonov-28 , a large transport plane .",The bureau also designed helicopter engines .
marine,17,7,"In recent years he was the director of the Florida Institute of Oceanography , which he joined in 1978 after two years as an adjunct professor of marine science at the University of South Florida .","Dr. Hartline did research in the electrophysiology of the retina , or the electrical characteristics of vision , which he developed through the study of the optic nerve of the horseshoe crab and other marine animals .",When he graduated in 1953 he became the youngest chief engineer in the merchant marine .
may,83,35,"LAS VEGAS , Nev. , Nov. 17 Duk Koo Kim was declared legally dead tonight , and the mother of the comatose South Korean boxer later said his organs would soon be transplanted so others may live .","Under the emergency decree , television coverage of violence in areas affected by the decree was outlawed but , even with the emergency decree lifted , police officers still may order journalists away from segregated black townships .","Mayor Duncan Cameron says , only partly in jest , that the greatest excitement in town may be filling bird feeders ."
she,541,234,"For several weeks before each Valentine 's Day , she placed her ''Loveland '' postmark on Valentine cards and notes that people sent her to re-mail to loved ones .","On each envelope she also stamped in red ink the message , ''There is nothing in this world so sweet as love , '' along with a picture of Cupid .","Each year she received 2,000 Valentines herself from admirers ."
hall,25,11,"Mrs. Dimick is the sister of Alice Tully of New York City , who presented Lincoln Center with the concert hall that bears her name .","Mr. Karnow also said that in ''The Quiet American '' General Lansdale was depicted as Alden Pyle , ''the naive U.S. official who believed that Vietnamese peasants instilled with the precepts of town hall democracy would resist Communism . ''","Three years earlier , the Court had appointed him to argue on behalf of Clarence Earl Gideon , an indigent Florida prisoner , who had been convicted in the absence of a lawyer of breaking into a pool hall ."
city,246,112,In 1960 Mr. Kahn was appointed an independent appraiser by New York City's Department of Finance to help prepare the department 's case for an increase in the assessments of city property .,"Antonio G. Olivieri , a Manhattan Councilman at Large whose political career in state and city elective office was marked by vigorous advocacy and liberal positions on health , tenant and environmental issues , died yesterday at his Manhattan home .",He won re-election easily in 1972 and the next year unsuccessfully sought the Democratic nomination for city comptroller .
federation,13,6,"A Benign Autocracy Later , after the federation of the Libyan provinces was formed and a provisional assembly drafted a Constitution and proclaimed Idris King , many Tripolitanians protested that this ''shepherd ruler '' had been imposed on them by Britain .","His retirement coincided with the death of Mr. Meany , who helped merge the two national labor groups into a 15 million-member federation in 1955 and served as the federation 's only president until November 1979 .","Mr. Olalia organized the Philippines ' most militant federation of workers , the May 1 Movement , which claims 300,000 followers , and was twice jailed on charges of subversion ."
representatives,21,10,"He was 68 years old and lived in Kinnelon , N.J. Mr. Kahn , an authority on urban redevelopment and valuation , founded his real-estate and planning service in 1954.It now has offices in New York City and Clifton , N.J. , as well as representatives in London , Edinburgh and Cairo .","Powers Ltd. , publishers' representatives in Britain , died Wednesday at Westminster Hospital in London after a brief illness .","In his House post , he provided information for representatives and served unofficially as adviser on press relations to the Speaker , Sam Rayburn ."
army,58,28,"Mr. Shayegan was a Member of Parliament and a close aide to Prime Minister Mohammed Mossadegh , who was overthrown by army officers loyal to the Shah in 1953 .","In 1952 , after a falling out with Prime Minister David Ben-Gurion , Mr. Yadin retired from the army , where he had been Chief of Staff .","In 1960 , under army protection against Jordanian guns facing the western shore of the Dead Sea , he led an exploration of Dead Sea caves ."
union,80,40,He was also the union 's director of labor relations .,"After the union dissolved , Mr. Bryson went into real estate and rapidly became a financial success as a motel real estate broker .","Pickets Used Neon Signs When a local union tried to put him out of business , the teen-ager got his Boy Scout troop to picket the union using neon signs and he was made an honorary member of the union ."
minister,58,29,"''Henry Hough did something for 65 years , with a small newspaper , in a small town , on a small island , '' the minister said .","Prime Minister Brian Mulroney , a fellow Conservative , issued a statement saying Mr. Fleming was ''an extremely effective Cabinet minister who brought deep commitment and discipline to his responsibilities . ''","Russel Van Arsdale Lee was born in 1895 in Spanish Fork , Ut ah , where his father was a Presbyterian minister ."
association,52,27,"Although Mr. Pershing retired shortly afterward , he continued his association with the concern as chairman emeritus of its Pershing division .",An associate described Mr. Ohira as a man with a Christian attitude rather than any formal church association .,"The association dominated the rights drive in South Carolina , a state second only to Mississippi in percentage of black population ."
justice,36,19,He was named a justice of Superior Court in New Jersey in 1963 .,"''He was a real fighter - for peace , for justice , for a better world .","'' The future justice grew up in Green Bay , Wis ."
admiral,13,7,Five years later he became the youngest vice admiral to be named named to the submarine service .,In 1935 Captain Doenitz became a rear admiral and head of Germany 's submarine service .,"PORTLAND , Ore. , June 20 Russell S. Berkey , a retired four-star admiral and one-time commander of Navy forces in the Far East died Monday at the age of 91 ."
blind,13,7,"Irving M. Selis , a blind newsdealer who devoted his life to helping the blind live independently and planned Selis Manor , the city 's first apartment building designed exclusively for the blind , died of heart disease yesterday in St. Vincent 's Hospital .","Mr. Selis , a native of New York City , was born blind and spent most of his life insisting that ''the blind must lead the blind . ''","Designed 12-Story Building In 1928 , Mr. Selis , who operated a newsstand at Sheridan Square , helped to organize the New York Association of Blind Newsdealers , the only trade organization then operated exclusively by blind people ."
r,13,7,"Marion S. Feldman , a worker in charitable a nd philanthropic causes , died at Memorial Sloan-Kettering Cancer Cente r on Saturday after a brief illness .","But when President Nixon announced in 1971 that he was going to Peking , the publisher called him a ''foul ball '' who had ''devalued ou r chances of victory against the C ommunists by cuddling up to the Chinese Reds and the killers in th e Kremlin . ''","For maximum effect , Mr. Loeb dictated rathe r than wrote his editorials , believing that ''plain talk '' wou ld ''get people thinking . ''"
convalescent,11,6,"Former Mayor Norris Poulson of Los Angeles , who was responsible for bringing the Dodgers from Brooklyn to Los Angeles in 1958 , died early yesterday at a convalescent hospital in Orange , Calif .","Harvey Fletcher , who headed a team of scientists that developed stereophonic sound and demononstrated it to a startled audience in New York in 1934 , died Thursday at a convalescent home in Provo , Utah .",He was hospitalized after a stoke two weeks ago and was transferred to the convalescent home on Tuesday .
museum,22,12,"In 1971 , the Bishop founded the London library and museum that is known for its collection of Byelorussian and Slavic materials .","Many buildings were named for her including a theater at the University of Missouri-Kansas City , an art museum and research library at the University of Kansas in Lawrence and a research library at the Nelson Art Gallery in Kansas City .","Finding Fundamental Truths During the celebration , which continued at the home of a curator of the museum , Mr. Fuller spoke of his discovery in his early 30 's of certain fundamental truths that later guided his creativity , and said he had made a commitment never to use that knowledge for personal gain or power ."
headmaster,20,11,"David Cleaveland Gordon , headmaster emeritus of the Malcolm Gordon School in Garrison , N.Y. , died Wednesday in his home at the school after a long illness .","Mr. Gordon was headmaster of Malcolm Gordon , a private elementary school for boys , from 1952 to 1973 .","He is survived by his wife , Nanette Head Gordon ; a daughter , Mrs. Charles H. Jones Jr. of Jersey City , and a son , David C. Gordon Jr. , the current headmaster at Malcolm Gordon ."
south,46,26,"The communique said the accident occurred at 3 P.M. near the village of Guachala , about 10 miles from the Peruvian frontier and 300 miles south of here .","Born in 1904 in Castel Gandolfo , the Italian village about 15 miles south of Rome that is best known as the papal summer residence , Mr. Tieri emigrated to the United States from Naples in 1911 .","As chairman of the House Subcommittee on Irrigation and Reclamation , he expressed criticism of the Federal Government 's suit to prevent residents of Fallbrook , a community five miles south of Los Angeles , from taking water from the Santa Margarita River that also supplied the Marine Corps ' main West Coast base ."
lady,12,7,"She became the youngest leading lady on Broadway in 1917 , when at the age of 25 she starred in another Belasco production .","According to Sheila Tate , Mrs. Reagan 's press secretary , the first lady arranged for the Arlington burial after learning from Mrs. Reynolds that Mr. Reynolds had expressed a wish to be buried there .","The biographer and critic Francis Steegmuller , writing in The New York Times Book Review in 1960 , described Mrs. Bradley as ''a remarkable literary lady , '' the ''eminence grise of the Franco-American literary market . ''"
diocese,12,7,"Bishop Rusack , the fourth Bishop of the diocese , was the spiritual leader for its 150 churches in six counties , ordaining priests and performing administrative and religious duties .","Ruth Nicastro , a spokesman for the diocese , said its standing committee of clergy and lay people would serve as the authority of the diocese until a new Bishop could be elected .",He became the head of the diocese at Archbishop O'Hara 's death in 1956 .
square,10,6,"Space in the 24,000-square-foot building rents for $ 17.50 a square foot .","Over the years , Mr. Joseph once estimated , he and his staff were responsible for industrial real-estate deals involving 50 million square feet of space .",This usually means that an urn with the ashes is placed in a niche in the Kremlin wall facing the square .
commissioner,23,14,Mr. McCloskey was a deputy commissioner of the City Department of Investigation before his appointment as City Sheriff .,"Under the old Department of Health , Education and Welfare , Dr. Sokol was Region II commissioner of the Office of Education from 1977 to 1980 .","He was 67 and lived in Boynton Beach , Fla. Dr. Toff , a native of New York , joined the City Health Department in 1958 as a public health officer and became a deputy commissioner before joining the State Health Department in 1975 as an associate commissioner ."
silver,13,8,"Quite short , with blue eyes , a wealth of silver hair and an aquiline profile , Dr. Goldmann was a devotee of classical music , Bach in particular .",He won a silver medal from the Architectural League of New York for his panels in the General Wingate High School in Brooklyn .,"With his thick shock of white hair and his mastery of legislative wiles , he was also known as ''the silver fox of the Siskiyous . ''"
speaker,13,8,"A tireless public speaker and pamphleteer , Mr. Lawson was recently active in advocating the legalization of the numbers game .","He graduated from the University of Denver Law School in 1925 , was elected to the Colorado House of Representatives in 1931 , and became the House 's speaker two years later .","WASHINGTON , Sept. 23 E. Brooke Lee , a former speaker of the Maryland House of Delegates and a member of a famous political family , died of pneumonia Friday at his home in Damascus ."
veterans,16,10,"He labeled a group of American Legionnaires ''puffed-up patriots and publicity-seeking professional veterans , '' and once declared , ''The Agency for International Development must have far in excess of the ususal quota of dimwits . ''","''As the most decorated serviceman in Congress , he was the most natural person to speak for veterans .","In 1946 , when his nomination for permanent rank of major general went to the Senate , veterans of the 36th Division complained to Congress that General Clark was an ''inefficient and inexperienced officer '' who had destroyed ''the young manhood of this country wastefully and uselessly '' in the Rapido action ."
league,40,25,"He retired after the 1948 season , becoming a minor league manager .","After the league dissolved , Rabbi Klein became active in the Lincoln Square Community Council .",He signed a minor league contract at 17 with the New York Yankees .
bishop,22,14,"The Coptic leader , Pope Shenuda , sent a bishop to represent his church .","A year later , he was elected bishop and sent to Tokyo , where he founded the Orthodox Theological Seminary .","Over the course of his 50 years as a priest and bishop , Cardinal Cody perpetuated the ability both to cultivate such ties and to perform his duties in a manner that earned him the approbation of these superiors ."
medical,179,114,A coroner 's spokesman said medical and toxicogical studies would be completed in 7 to 10 days .,"Stanley Sebastian Kresge , who with his wife , Dorothy , channeled about $ 500 million to charitable , civic , religious , social , educational , medical and cultural beneficiaries , died Sunday of a heart attack while driving to a friend 's funeral in Detroit .","Ordinary people found themselves wrestling with fundamental questions of life and death , as medical and legal issues blended into sociology and theology ."
club,36,23,"Under his direction , the club prospered as a gathering place for Pittsburgh executives in the steel , aluminum , oil , glass and coal industries .","The club , a downtown labyrinth containing 63 private dining rooms , has 2,500 members who reportedly dine there with guests on some of the best cuisine in Pittsburgh .","`` Joe Thomas was the keenest judge of player talent I have ever encountered , '' the Dolphins ' owner , Joe Robbie , said in a statement issued by the club today ."
white,45,29,At that time Kenya was still a British colony with a self-ruling white colonial government .,"Yet , in announcing this week that the emergency decree was to end , President P. W. Botha made clear that it would be replaced by a tightening of the nation 's already harsh security legislation , suggesting that the white minority rulers still see force as a solution to their problems .","But that offer , too , seemed limited to those blacks prepared , in the eyes of radicals , to collaborate with the authorities in creating a form of neo-apartheid entrenching white privilege ."
church,86,56,"He said that church teachings , including a declaration by Pope Pius XII in 1957 , held that there was no moral obligation to continue extraordinary means to sustain life when there was no realistic hope of recovery .","Visited 150 Countries Regarded within the church as moderate to liberal , Cardinal Pignedoli was one of the Vatican 's most active diplomats .","When in Rome , he was also known to stroll near the Spanish Steps and strike up conversations with the young , which made him suspect to some of his more conservative colleagues in the church ."
judge,92,60,"A Superior Court judge in Morristown , N.J. , denied the parents ' request the next November , but the decision was reversed in an appeal to the New Jersey Supreme Court .","Judge Whipple was the court 's chief judge from 1974 until 1978 , when he became a senior judge .",Chief Judge Charles Clark lauded Judge Ainsworth as a ''superlative judge '' whose death would be felt by justices across the country .
sciences,9,6,"Dr. William C. Boyd , an expert in many fields whose early work in blood sciences led to modern immunology , died Saturday of complications from cancer at his home in Falmouth , Mass .",Dr. Boyd 's work in blood sciences also showed that a person 's blood group is inherited and can not be altered .,He became chairman of the engineering department there and eventually dean of the college of physical and engineering sciences .
clinic,18,12,"Riccardo Bacchelli , one of Italy 's most respected authors , whose novels , plays , poems and translations spanned 70 years of creative writing , died yesterday at a clinic in Monza , Italy .",clinic at Mt .,"patients that the clinic conducted last June , at which Mr. Javits spoke eloquently ."
court,92,62,"The court held , in a new interpretation of the right of privacy , that Miss Quinlan 's interest in having her life-support systems disconnected exceeded the state 's interest in preserving life , so long as medical authorities saw ''no reasonable possibility '' that she would recover .","Because she was in a coma , the court ruled that her father - and not her doctors or a court - was the authority for deciding her fate in her behalf .","The court also ruled that no one could be held criminally liable for removing the life-support systems , because the woman 's death ''would not be homicide , but rather expiration from existing natural causes . ''"
world,261,178,"LOVELAND , Ohio , Nov. 16 Doris Pfiester , who became famous as the ''Valentine Lady '' for re-mailing Valentines for thousands of people around the world , died at a hospital last weekend .","On each envelope she also stamped in red ink the message , ''There is nothing in this world so sweet as love , '' along with a picture of Cupid .","Starting with a single store in Detroit in 1899 , Sebastian Kresge built a chain of hundreds of 5-and-10-cent stores that today , as the K Mart Corporation , is the world 's second largest retailer ."
college,82,56,She took college preparatory courses but chose not to go to college after her graduation in 1972 .,"His nickname , ''Tiger , '' had been variously attributed to his stint as a 120-pound high school football player and to his performances as a varsity baseball player in college .",Mr. Collins attributes declining enrollment here to the high cost of housing : ''People who can afford to move here often arrive when their children are in high school or college . ''
district,56,39,"He was 71 years old and lived in Mount Vernon , N.Y. Mr. Sirignano , a native of Mount Vernon , graduated from Harvard Law School in 1939 and became an assistant district attorney in Manhattan .","He once succeeded in having his conviction set aside as unconstitutional by a district judge in 1968 , but a year later that decision was reversed on appeal , and his conviction was upheld in 1969 by the Supreme Court .","He had stepped down from fulltime duty about six years ago , becoming chief judge in the district , but continued to monitor terms of the settlement in the prison lawsuit ."
cross,10,7,"The 36th ( Texas ) Division was sent to cross the Rapido just south of Cassino in January 1944 , an attack that failed utterly and cost 2,100 men in 24 hours .","By 1936 , successful attempts had been made to cross the Atlantic westward from Europe , but all the aircraft carried at least two people aboard and were piloted by men .","And then , prophetically , ''In that moment I knew that between David 's world and mine lay an abyss I could never cross , one he could never bridge for me . ''"
bridge,25,18,"John Rau , a leading figure in the early days of contract bridge , died in Walnut Creek , Calif. , Friday night .","In 1930 , when contract bridge was less than five years old , Mr. Rau , then 22 , and an even younger partner , William Barrett , created a sensation in their first national tournament by the extensive use of psychic or bluff bids , which had never before been used in tournament play .","Elizabeth Kaplan , a leading figure in contract bridge , died of cancer Tuesday at her home in Manhattan ."
wall,11,8,"He Avoided Speculation Thus , Mr. Crankshaw avoided speculations about absences from the Kremlin wall at anniversary parades .",All the children were born on the same wooden bed under a big wooden crucifix on the wall .,This usually means that an urn with the ashes is placed in a niche in the Kremlin wall facing the square .
administration,37,27,"Mr. Abbas was a local official in the French administration in northeastern Algeria in the 1930 's , but his political sentiments changed radically toward nationalism at the end of the decade .","Under a Federal court order to reduce overcrowding , the Koch administration said that several dozen inmates went home after they posted 10 percent of their bail .",Nelson A. Rockefeller that recommended major changes in the administration of the Adirondack State Park in 1971 .
manufacturers,8,6,"Through his company , the Toy Guidance Council Inc. , and his publications , ''The Toy Yearbook , '' ''Toy Hits '' and ''Prestige Toys , '' he provided information for manufacturers , retailers and the public .","In a career that spanned almost 70 years , Mr. Greene , a high-school dropout , built a multimillion-dollar fortune by establishing and operating some of the nation 's leading manufacturers and suppliers of vending machines .","He was 86 years old and lived in New York City and Palm Beach , Fla. Mr. Kalman was a founder of R & K Originals , one of the country 's largest dress manufacturers in the years after World War II ."
coroner,12,9,A coroner 's spokesman said medical and toxicogical studies would be completed in 7 to 10 days .,"CLEVELAND , May 18 Dr. Samuel R. Gerber , who served as Cuyahoga County coroner for 50 years until his retirement five months ago , died Saturday .","In December , he retired citing poor health with two years remaining on his last four-year term as coroner ."
port,12,9,"After being marooned for three months , he took advantage of night 's darkness to slip the ship out of port and dash down the Yangtze .","Commander Kerans was decorated for bravery after the escape by King George VI , and the men under his command paraded through the streets of the southern English port of Plymouth .",He was awarded the Legion of Merit medal in 1946 for his work at the Hampton Roads port of embarcation .
examiner,12,9,"Alan R. Holmes , who had been one of the most powerful men in the nation's financial system , died yesterday morning in his Brooklyn apartment from coronary artery disease , according to Elliot Gross , New York 's chief medical examiner .","For most of his career , he was a hearing examiner , responsible for holding hearings on utility rate requests .","Dr. Edwin H. Albano , who was New Jersey 's first state medical examiner , died Thursday at St. Barnabas Hospital in Livingston , N.J ."
house,90,68,"After three years in solitary confinement , Mr. Mossadegh was allowed to return home under house arrest and Mr. Shayegan was permitted to go into exile .","Four weeks after her birth , the Quinlans took out adoption papers and took her home to their two-story gray-and-white colonial-style house at 510 Ryerson Road in the Landing section of Roxbury Township , just above Lake Hopatcong in Morris County .","During the last few weeks of her active life , Miss Quinlan lived with a group in a house in Byram Township ."
war,200,152,"He early recognized the danger of radioactive fallout , and after having served on a special panel that examined survivors of the atomic bomb attack on Hiroshima , near the end of World War II , he repeatedly warned of the potentially disastrous effects of fallout after a nuclear war .",He believed that some sort of understanding might have been reached that could have avoided the war with the surrounding Arab countries that followed .,"As the war ended , the Vatican sent the priest to London to work with the grow ing number of Byelorussian and Polish refugees gathering the re ."
